,text,labels,predicted_label
2540,I sense a disturbance in the force.,SHELDON,LEONARD
2541,"Wow. I, I can actually feel the egg crawling its way back up.",OTHERS,PENNY
2542,"Happy and well-fed. You see, that’s what I’m taking from that story.",RAJ,OTHERS
2543,Moot. Rendered unimportant by recent events.,SHELDON,LEONARD
2544,All right. What would you like me to do first?,SHELDON,SHELDON
2545,Yes.,HOWARD,PENNY
2546,"Yeah, good for you.",LEONARD,RAJ
2547,"Wait, hang on, you guys are gonna work in a mine?",PENNY,SHELDON
2548,"I’ll add it right now. Oh, baby, it’s addendum time.",SHELDON,LEONARD
2549,It should be me.,OTHERS,HOWARD
2550,I invited him.,SHELDON,PENNY
2551,That’s not true. Koothrapali and Wolowitz come over all the time.,SHELDON,LEONARD
2552,"You didn’t tell her we were going out, did you?",PENNY,LEONARD
2553,"No. I’m serious. I’m never going to find another girl like you who likes me and is, you know, real.",HOWARD,HOWARD
2554,Where did you get all this stuff?,LEONARD,LEONARD
2555,"Sheldon, don’t you think you’re overreacting?",LEONARD,SHELDON
2556,Let me finish.,OTHERS,LEONARD
2557,And to think I idolized that man. And why? At the end of the day he’s just another Hollywood phony.,SHELDON,SHELDON
2558,"There’s a motion on the floor, I’m ridiculous. Do we have a second? Hmm? Hmm? There is no second. The motion is denied. Next time, make sure you have the votes first. That was embarrassing.",SHELDON,PENNY
2559,"That’s actually not a bad idea. Maybe I could even get them all together, sort of like a, a focus group, to find out what’s wrong with me.",RAJ,RAJ
2560,Maybe.,LEONARD,OTHERS
2561,Yes.,LEONARD,PENNY
2562,What do manners have to do with it? This is war. Were the Romans polite when they salted the ground of Carthage to make sure nothing would ever grow again?,SHELDON,LEONARD
2563,That’s what I’m afraid of.,PENNY,SHELDON
2564,"My friends told me it was okay to see more than one person at a time, but it, it feels like I’m being deceitful.",RAJ,SHELDON
2565,Why don’t you show me yours first.,SHELDON,LEONARD
2566,You think they’ll still go on the trip?,LEONARD,HOWARD
2567,"Believe me, I know. The e-mail I got was from the office of Stephen Hawking.",HOWARD,SHELDON
2568,"Well, come on, he’s a grown man in his 30s pretending to be a grown man in his 20s. He’s fine.",PENNY,LEONARD
2569,Not me.,HOWARD,OTHERS
2570,Thank you. Is someone smoking?,SHELDON,SHELDON
2571,You’ve really got to get out more.,LEONARD,HOWARD
2572,Agreed.,SHELDON,SHELDON
2573,I hope she wasn’t anything like my flatmate from Texas.,LEONARD,RAJ
2574,"Leonard, we should probably have our story straight in case we get caught.",SHELDON,LEONARD
2575,We believe there’s someone out there who’ll love you for you.,OTHERS,LEONARD
2576,"I’m not allowed to wear my Silver Surfer neck tie, but you can wear a bathrobe?",SHELDON,SHELDON
2577,"Well, that’s it then, we’re doomed.",RAJ,PENNY
2578,"On the other hand, I think Sheldon might be the larval form of his species, and someday he’ll spin a cocoon and emerge two months later with moth wings and an exoskeleton.",LEONARD,SHELDON
2579,"Interesting, do you know where the phrase jibber-jabber comes from?",SHELDON,SHELDON
2580,"You can dance to this. Um, uh, uh, Thor and Dr. Jones. Thor and Dr. Jones. One plays with lightning, the other plays with bones.",RAJ,SHELDON
2581,I feel you. I’ve been dating multiple women.,RAJ,SHELDON
2582,Yep.,OTHERS,SHELDON
2583,"Trust me, I, I remember.",OTHERS,PENNY
2584,Hi Mike.,PENNY,SHELDON
2585,"No, no, no, no, no. You just need, you just need, you just need to map it out. Come on, I’ll help you. So, uh, you stopped at the stream and you turned north three times?",LEONARD,SHELDON
2586,"His name is Alfred, and, yes, he does.",SHELDON,OTHERS
2587,"Okay, uh, let’s see. I’m from Nebraska, and ever since I was a little girl, I dreamed of moving to L.A. and becoming a movie star. Anyway, after four years of acting lessons and waiting tables, I’ve done a haemorrhoid commercial and a production of Anne Frank above a bowling alley. So, you know, dreams do come true. Your turn.",PENNY,SHELDON
2588,You have a desk.,RAJ,PENNY
2589,"Dude, that movie’s an imperialist fantasy that makes the followers of a beautiful and peaceful religion look like a bunch of bloodthirsty barbarians.",RAJ,LEONARD
2590,Thank you for understanding.,SHELDON,OTHERS
2591,"I’m not saying you don’t have attractive qualities. Your choice of friends is impeccable, you’re a good sleeper, and last but not least, you buy the grapes I like. You’re a real catch compared to some snoring guy with a fridge full of lousy grapes.",SHELDON,SHELDON
2592,How exactly would one measure a sense of humour? A humourmometer?,SHELDON,PENNY
2593,250 million years.,RAJ,SHELDON
2594,All the non-human apes are classified as great apes except one. That means taxonomists created the entire category of lesser ape just to single out the poor gibbon as the weird kid on the playground. Now there’s a hairy little fellow with a genuine beef.,SHELDON,RAJ
2595,Keep the table. We don’t use that space.,SHELDON,LEONARD
2596,No kidding?,HOWARD,LEONARD
2597,Thank you. Would you go tell everyone else that? Because they sure think otherwise.,SHELDON,LEONARD
2598,"You don’t have to, but it’s highly recommended.",HOWARD,PENNY
2599,What now?,HOWARD,SHELDON
2600,"Well, do you know anybody?",PENNY,HOWARD
2601,"I am, I’m really proud.",LEONARD,PENNY
2602,"Oh, wait, wait, shouldn’t we just eat? You know, I mean, God did take time out of his busy schedule to bless these Sloppy Joes.",SHELDON,LEONARD
2603,Alright then.,SHELDON,LEONARD
2604,"It was so much easier at my bar mitzvah. The old people just came up to you, pinched your cheek and handed you a savings bond.",HOWARD,SHELDON
2605,"Penny, a moment? Do you have plans this weekend?",OTHERS,SHELDON
2606,"Uh, that, that’s not necessary.",LEONARD,SHELDON
2607,"You know, I remember the first time I got a bikini wax. My sister did it with melted Crayolas and duct tape. It’s a bad idea.",PENNY,SHELDON
2608,"Okay, will you relax? You’re not missing anything special.",PENNY,LEONARD
2609,It was like a grapefruit.,SHELDON,LEONARD
2610,I thought you broke up with her. Why is she here?,SHELDON,HOWARD
2611,Hey.,HOWARD,SHELDON
2612,"He asked her out once, it was an embarrassing failure.",SHELDON,SHELDON
2613,I can’t watch anymore.,RAJ,SHELDON
2614,That doesn’t paint me in the best light.,OTHERS,SHELDON
2615,Would you have opened the door if you knew it was me?,HOWARD,LEONARD
2616,What?,LEONARD,HOWARD
2617,Thanks.,OTHERS,SHELDON
2618,I prefer to think of myself as quirky.,HOWARD,SHELDON
2619,"No. But it was okay. I mean, when I was little I’d think maybe my parents would change their mind, and surprise me with a party, like this one birthday I came home from my Cello lesson, and I saw a lot of strange cars parked out front, and when I got to the door I could hear people whispering, and I could smell German chocolate cake, which is my favourite.",LEONARD,LEONARD
2620,That’d be my boyfriend. Happier playing his dopey Star Trek game with his friends than hanging out with me.,OTHERS,LEONARD
2621,"You also made a common grammatical mistake, you said nauseous when you meant nauseated. But go on.",SHELDON,PENNY
2622,"I don’t know. It’s just, he’s so passionate about so many different things. I just don’t get that way. Do you?",PENNY,HOWARD
2623,Except for Raj.,LEONARD,SHELDON
2624,"This is what I’m talking about.  Soft kitty, warm kitty, little ball of fur…",OTHERS,PENNY
2625,"Yeah, me, too.",PENNY,SHELDON
2626,On Sunday?,SHELDON,OTHERS
2627,"Well, maybe not, but some day we actually will be old, and we’ll look back on this night and remember what a good time we had.",LEONARD,LEONARD
2628,"It wasn’t awkward. It wasn’t fun. Besides, what’s the big deal, we dated, we stopped dating, and now we’re both moving on.",LEONARD,PENNY
2629,"Sheldon, I understand your apprehension, but let me appeal to the scientist in you. Given the five-week end date, isn’t it the perfect opportunity to consider this an experiment and collect data on our compatibility?",OTHERS,LEONARD
2630,"Oh, that’s so sweet. I want to do that.",OTHERS,SHELDON
2631,"Oh, that is infuriating. Ooh, look, they went back up again. Terrific. Oh, no, they went back down.",SHELDON,PENNY
2632,"Come on, do I have to think of everything?",HOWARD,SHELDON
2633,I don’t know what colour lonely is.,SHELDON,LEONARD
2634,"We were together for so long, I honestly don’t know what I’m feeling.",OTHERS,LEONARD
2635,Esther Rosenblatt.,OTHERS,SHELDON
2636,"Please, the only thing he needs me for is to be his whipping boy, his, his stooge, his doormat.",LEONARD,SHELDON
2637,But you did do it. So what if it didn’t all go your way? That’s what makes it an adventure.,OTHERS,SHELDON
2638,"You’re right, That was uncalled for. I take it back.",SHELDON,SHELDON
2639,What are you doing?,RAJ,OTHERS
2640,I’m ready.,SHELDON,OTHERS
2641,"Hey, what’s going on?",RAJ,LEONARD
2642,"Yes. As it turns out, there’s an article on how to get over a breakup in literally every issue. Anyway, it suggests that I set these on fire, but the smell of burning books reminds me of church picnics in East Texas.",SHELDON,PENNY
2643,"Not only did they eat together, Leonard said he made her laugh.",PENNY,SHELDON
2644,"Really, ten miles? You’re orbiting inside the atmosphere? Moron.",RAJ,LEONARD
2645,I’m so sorry.,OTHERS,SHELDON
2646,But none of that means we don’t love you.,OTHERS,HOWARD
2647,"Plus, I, I think I’m setting a good example for Halley, to show her that women can be mothers and still have satisfying careers. Sure, she won’t know where I went or if I’m ever coming back. That’ll just make the ten minutes between when I get home and her bedtime even more special.",OTHERS,SHELDON
2648,"No, I haven’t.",PENNY,HOWARD
2649,"I think we both know if I come over, we’re gonna get back together and…",RAJ,SHELDON
2650,"Uh, making sure the telescope’s camera is white-field balanced.",RAJ,OTHERS
2651,Here’s the problem with teleportation.,SHELDON,HOWARD
2652,Keep going.,RAJ,SHELDON
2653,"A kidney, cornea, piece of his liver?",RAJ,PENNY
2654,I think we should take a picture to capture this moment.,RAJ,LEONARD
2655,"Uh, we were actually gonna do it here.",PENNY,RAJ
2656,"Can I sit wherever I want? No, no, never mind, never mind, that’s, that’s not important. Sheldon, this was big of you. Thank you. I really appreciate it.",PENNY,SHELDON
2657,"Okay, so Kripke played a joke on you.",LEONARD,HOWARD
2658,Hello.,SHELDON,HOWARD
2659,"Seven little marshmallows, no more no less?",SHELDON,LEONARD
2660,No.,SHELDON,HOWARD
2661,"He can’t kill me, even if I turn.",SHELDON,OTHERS
2662,"We are. But I was hoping, maybe…",OTHERS,PENNY
2663,I guess this could count as an adventure.,LEONARD,PENNY
2664,Absolutely. I just want you to be happy. And maybe a little turned on about how selfless I’m being.,LEONARD,PENNY
2665,"Sorry, I left them in my turban.",RAJ,HOWARD
2666,You know what I’m going to do? I am going to sit here and just let them stew.,SHELDON,RAJ
2667,"So, how do we start?",OTHERS,PENNY
2668,"Hey, pal, you want to live here or not?",PENNY,LEONARD
2669,"Well, astrophysicist.",RAJ,LEONARD
2670,You don’t even like people touching you. How are you going to have sex?,PENNY,SHELDON
2671,"Careful, I saw this on Star Trek. Smoke’s gonna come out of his ears soon. Hey.",LEONARD,LEONARD
2672,"I’d love to, but we need liquid helium and our shipment’s on back order for a month.",LEONARD,LEONARD
2673,"Okay, as, as I put the egg on top, and, and the flame goes out and, and, and the air pressure decreases in, in the flask, what do you think will happen?",OTHERS,SHELDON
2674,Great.,OTHERS,LEONARD
2675,"Right. Sorry, sir.",LEONARD,SHELDON
2676,Did your sister say anything when you got home last night?,LEONARD,SHELDON
2677,That’s nothing. I couldn’t ride a bicycle ’cause my mother was afraid I’d hit a bump and lose my virginity.,OTHERS,PENNY
2678,I think I’m hysterical.,SHELDON,SHELDON
2679,"There wasn’t. But, but even if there was, what are you gonna do about it?",HOWARD,RAJ
2680,"You know, in the future, when we’re disembodied brains in jars, we’re going to look back on this as eight hours well wasted.",SHELDON,SHELDON
2681,"If you’re gonna be a trophy husband for a rich wife, you might want to watch your waistline.",LEONARD,HOWARD
2682,"Don’t be like that. Come on, Howard, talk to him.",RAJ,HOWARD
2683,"Penny, just, wait. I’ve been thinking about what I said when we were in bed the other night.",LEONARD,SHELDON
2684,Ugh. How can you think that? Why would you even put those words together?,OTHERS,SHELDON
2685,That sounds fun.,OTHERS,SHELDON
2686,I have a very wide circle. I have 212 friends on myspace.,SHELDON,HOWARD
2687,And Leonard didn’t want to work with you? Imagine that.,PENNY,PENNY
2688,It’s going fine. It’s mostly just been meeting people for coffee.,OTHERS,LEONARD
2689,Mine.,SHELDON,SHELDON
2690,"Alright, this goes without saying, but I’m just going to say it anyway. Hands off my sister.",RAJ,LEONARD
2691,All right. 12 minutes and 17 seconds.,SHELDON,LEONARD
2692,"So, all right, there he is. So, should we introduce ourselves?",RAJ,SHELDON
2693,How many?,OTHERS,LEONARD
2694,Are you going to be sarcastic?,SHELDON,SHELDON
2695,"Fine, is that how you want to play this? All right, never have I ever come up with a nickname for my own genitals.",PENNY,LEONARD
2696,"Do you want to hang out tomorrow night, maybe grab a bite to eat or catch a late movie?",RAJ,LEONARD
2697,Smother Sheldon in his sleep? Wouldn’t that be wrong?,LEONARD,PENNY
2698,Hi.,LEONARD,LEONARD
2699,It’s important.,SHELDON,SHELDON
2700,"No you don’t. Oh, hey, what’s Sheldon supposed to be.",PENNY,RAJ
2701,How is it I can conceptualize a methodology of examining dark matter in the universe but can’t figure out how to fix a novelty squirt flower?,SHELDON,RAJ
2702,Will you listen to me play my harp now?,OTHERS,SHELDON
2703,Just making polite dinner conversation. Your turn.,SHELDON,PENNY
2704,"I know, but I have to go to work, and I made you breakfast.",LEONARD,PENNY
2705,"Amy, I can’t just ask Wil Wheaton to leave. He’s a minor celebrity. Once you explain who he is, many people recognize him.",SHELDON,OTHERS
2706,Come on. Let me take you someplace nice.,HOWARD,LEONARD
2707,"Okay, I just talked to my mom. She arranged for us to get a rental car.",HOWARD,SHELDON
2708,"Uh, um, uh, thank you all so much for coming. Beverly. Wil Wheaton. Adam West, for some reason.",SHELDON,PENNY
