,Episodes,Episode_Names,Characters,Lines,Season
15187,412,The Embryos,MONICA,aww man,4
15188,412,The Embryos,CHANDLER,right ten buck fork cough pay piper gimme,4
15189,412,The Embryos,MONICA,mean know good i-i want rematch,4
15190,412,The Embryos,RACHEL,yeah none stupid grocery question real personal question,4
15191,412,The Embryos,MONICA,yeah winner get hundred buck,4
15192,412,The Embryos,JOEY,serious,4
15193,412,The Embryos,MONICA,scar,4
15194,412,The Embryos,JOEY,right who-who make question,4
15195,412,The Embryos,MONICA,ross,4
15196,412,The Embryos,ROSS,oh sure ross it’s like job child life,4
15197,412,The Embryos,RACHEL,fine we’ll ask phoebe,4
15198,412,The Embryos,ROSS,no-no-no i-i wanna play,4
15199,412,The Embryos,PHOEBE,oh know knew felt really thick morning,4
15200,412,The Embryos,FRANK,well okay what’s now—go get go get eggs put ‘em,4
15201,412,The Embryos,PHOEBE,embryo one,4
15202,412,The Embryos,PHOEBE,five okay give birth hospital big box stair,4
15203,412,The Embryos,PHOEBE,that’s percent mean that’s it’s like percent chance baby,4
15204,412,The Embryos,FRANK,hey y’know think odds like if-if stuff like,4
15205,412,The Embryos,ALICE,sweety she’s woman gumball machine,4
15206,412,The Embryos,PHOEBE,okay well y’know don’t worry guy ‘cause i’m-i’m gonna many time take get right,4
15207,412,The Embryos,FRANK,well see the-the thing we-we get kinda one shot make right,4
15208,412,The Embryos,ALICE,umm cost time umm we’re kinda use money one time,4
15209,412,The Embryos,PHOEBE,whoa that—okay that’s lot pressure uterus well okay there—is maybe something y’know like help make sure get pregnant,4
15210,412,The Embryos,PHOEBE,wow guy really don’t know anything,4
15211,412,The Embryos,FRANK,know don’t get drunk work lot girl high school,4
15212,412,The Embryos,MONICA,guy realize minute phoebe pregnant,4
15213,412,The Embryos,JOEY,huh,4
15214,412,The Embryos,RACHEL,know know it’s huge life-altering thing,4
15215,412,The Embryos,JOEY,know,4
15216,412,The Embryos,ROSS,test ready,4
15217,412,The Embryos,ALL,yeah yes,4
15218,412,The Embryos,ROSS,okay team answer ten question first team answer question win okay category fear pet peeve ancient history literature it’s relative coin toss see go first okay somebody call time,4
15219,412,The Embryos,ALL,oh yeah,4
15220,412,The Embryos,RACHEL,tail,4
15221,412,The Embryos,ROSS,it’s head gentleman pick category,4
15222,412,The Embryos,CHANDLER,fear pet peeve,4
15223,412,The Embryos,ROSS,monica’s big pet peeve,4
15224,412,The Embryos,JOEY,animal dress human,4
15225,412,The Embryos,ROSS,that’s correct lady,4
15226,412,The Embryos,MONICA,category,4
15227,412,The Embryos,ROSS,accord chandler phenomenon scare bejeezus,4
15228,412,The Embryos,MONICA,michael flatley lord dance,4
15229,412,The Embryos,ROSS,correct,4
15230,412,The Embryos,JOEY,irish gig guy,4
15231,412,The Embryos,CHANDLER,leg flail independent body,4
15232,412,The Embryos,ROSS,gentleman you’re pick,4
15233,412,The Embryos,JOEY,it’s relative,4
15234,412,The Embryos,ROSS,monica grandmother die go funeral name grandmother,4
15235,412,The Embryos,JOEY,nana,4
15236,412,The Embryos,CHANDLER,real name,4
15237,412,The Embryos,JOEY,althea,4
15238,412,The Embryos,CHANDLER,althea,4
15239,412,The Embryos,JOEY,take shot,4
15240,412,The Embryos,CHANDLER,shoot althea,4
15241,412,The Embryos,ROSS,althea correct,4
15242,412,The Embryos,CHANDLER,nice shooting,4
15243,412,The Embryos,RACHEL,we’ll take literature,4
15244,412,The Embryos,ROSS,every week tv guide come chandler joey’s apartment name appear address label,4
15245,412,The Embryos,RACHEL,chandler get it’s chandler bing,4
15247,412,The Embryos,ROSS,i’m afraid tv guide come chinandolor bong,4
15248,412,The Embryos,MONICA,knew rachel use you’re head,4
15249,412,The Embryos,CHANDLER,actually it’s miss chinandolor bong,4
15250,412,The Embryos,PHOEBE,hello tiny embryos well i’m-i’m phoebe buffay hi i’m-i’m-i’m hop uterus next nine month know we’re frank alice know you’ve umm y’know want much guy get really grab okay and-and promise i’ll keep safe warm you’re ready take home so… oh also umm next time see i’m scream don’t worry that’s what’s suppose happen,4
15251,412,The Embryos,PHOEBE,uh-huh good luck,4
15252,412,The Embryos,ROSS,right score nine eight favor guy ladies miss game pick category,4
15253,412,The Embryos,RACHEL,it’s relative,4
15254,412,The Embryos,ROSS,don’t shout everything,4
15255,412,The Embryos,RACHEL,i’m sorry,4
15256,412,The Embryos,ROSS,ooh name chandler’s father’s las vega all-male burlesque,4
15257,412,The Embryos,MONICA,viva la gaygas,4
15258,412,The Embryos,CHANDLER,unfortunately correct,4
15259,412,The Embryos,ROSS,right tie luckily prepared event lightning round,4
15260,412,The Embryos,ALL,ohhhh,4
15261,412,The Embryos,ROSS,thirty second question answer,4
15262,412,The Embryos,MONICA,guy dead good lighting round,4
15263,412,The Embryos,CHANDLER,major lightning round right we’re gonna destroy,4
15264,412,The Embryos,MONICA,huh wanna bet,4
15265,412,The Embryos,CHANDLER,well i’m confuse we’ve far…,4
15266,412,The Embryos,MONICA,play money say,4
15267,412,The Embryos,ROSS,dollar,4
15268,412,The Embryos,CHANDLER,say,4
15269,412,The Embryos,ROSS,dollar,4
15270,412,The Embryos,MONICA,you’re,4
15271,412,The Embryos,ROSS,excuse,4
15272,412,The Embryos,RACHEL,monica don’t want lose dollar,4
15273,412,The Embryos,MONICA,won’t,4
15274,412,The Embryos,RACHEL,monica,4
15275,412,The Embryos,MONICA,i’m try spice,4
15276,412,The Embryos,RACHEL,okay let’s play pepper stop spending money,4
15277,412,The Embryos,MONICA,get win get rid rooster,4
15278,412,The Embryos,RACHEL,oooohh that’s interesting,4
15279,412,The Embryos,JOEY,hey way rooster’s family,4
15280,412,The Embryos,RACHEL,throw duck,4
15281,412,The Embryos,JOEY,duck doesn’t make noise,4
15282,412,The Embryos,RACHEL,well get one riled,4
15283,412,The Embryos,JOEY,look gonna…,4
15284,412,The Embryos,CHANDLER,right hold win give bird,4
15285,412,The Embryos,JOEY,dah,4
15286,412,The Embryos,CHANDLER,win get apartment,4
15287,412,The Embryos,JOEY,oooooh,4
15288,412,The Embryos,MONICA,deal,4
15289,412,The Embryos,RACHEL,monica bet apartment don’t know,4
15290,412,The Embryos,MONICA,rachel miss one question whole game game look hand,4
15291,412,The Embryos,RACHEL,answer write,4
15292,412,The Embryos,MONICA,steady rock,4
15293,412,The Embryos,RACHEL,right let’s,4
15294,412,The Embryos,MONICA,come,4
15295,412,The Embryos,RACHEL,okay,4
15296,412,The Embryos,ROSS,right gentleman you’re first,4
15297,412,The Embryos,JOEY,okay,4
15298,412,The Embryos,CHANDLER,okay,4
15299,412,The Embryos,ROSS,second lightning round begins—stop —now monica’s nickname field hockey goalie,4
15300,412,The Embryos,JOEY,big fat goalie,4
15301,412,The Embryos,ROSS,correct rachel claim favorite movie…,4
15302,412,The Embryos,CHANDLER,dangerous liaison,4
15303,412,The Embryos,ROSS,correct actual favorite movie,4
15304,412,The Embryos,JOEY,weekend bernie’s,4
15305,412,The Embryos,ROSS,correct part body monica get pencil stick age,4
15306,412,The Embryos,CHANDLER,oh,4
15307,412,The Embryos,ROSS,eww ear right monica categorize towel many category,4
15308,412,The Embryos,JOEY,everyday use,4
15309,412,The Embryos,CHANDLER,fancy,4
15310,412,The Embryos,JOEY,guest,4
15311,412,The Embryos,CHANDLER,fancy guest,4
15312,412,The Embryos,ROSS,two seconds…,4
15313,412,The Embryos,JOEY,uhh,4
15314,412,The Embryos,ROSS,unbelievable correct right that’s guy lady you’re,4
15315,412,The Embryos,RACHEL,right,4
15316,412,The Embryos,MONICA,come,4
15317,412,The Embryos,ROSS,second clock question win game lightning round begins…now joey’s favorite food,4
15318,412,The Embryos,MONICA,sandwich,4
15319,412,The Embryos,ROSS,correct chandler old first touch girl’s breast,4
15322,412,The Embryos,CHANDLER,thanks man,4
15323,412,The Embryos,ROSS,joey imaginary childhood friend name,4
15324,412,The Embryos,MONICA,maurice,4
15325,412,The Embryos,ROSS,correct profession,4
15326,412,The Embryos,RACHEL,space cowboy,4
15327,412,The Embryos,ROSS,correct chandler bing’s job,4
15328,412,The Embryos,RACHEL,oh gosh something number,4
15329,412,The Embryos,MONICA,processing,4
15330,412,The Embryos,RACHEL,carry briefcase,4
15331,412,The Embryos,ROSS,second need lose game,4
15332,412,The Embryos,MONICA,it’s umm something transponding,4
15333,412,The Embryos,RACHEL,oh-oh-oh he’s transponce—transpondster,4
15334,412,The Embryos,MONICA,that’s even word get get,4
15335,412,The Embryos,MONICA,nooooooooo,4
15336,412,The Embryos,RACHEL,oh god,4
15337,412,The Embryos,JOEY,call monica’s room,4
15338,412,The Embryos,CHANDLER,can’t call monica’s room,4
15339,412,The Embryos,JOEY,sure standard shotgun rule i’m sight room call,4
15340,412,The Embryos,MONICA,man feel like i’m come something,4
15342,412,The Embryos,MONICA,yeah bet can’t guess color tonsils i’ll bet apartment,4
15343,412,The Embryos,CHANDLER,oh would never bet apartment it’s nice,4
15344,412,The Embryos,PHOEBE,hey,4
15345,412,The Embryos,CHANDLER,hey,4
15346,412,The Embryos,JOEY,hey—ooh pheebs,4
15347,412,The Embryos,PHOEBE,umm yeah uh-huh they’re implant,4
15348,412,The Embryos,MONICA,feel,4
15349,412,The Embryos,PHOEBE,well freak ‘cause turn odds really sucky frank alice’s like shot like literally put egg basket,4
15350,412,The Embryos,CHANDLER,yeah bet work,4
15351,412,The Embryos,MONICA,really much,4
15352,412,The Embryos,PHOEBE,right i’m gonna go take pregnancy test right,4
15353,412,The Embryos,JOEY,oh wow tell soon,4
15354,412,The Embryos,PHOEBE,well doctor say take couple day body’s always little faster western medicine,4
15355,412,The Embryos,RACHEL,oh god can’t believe guy actually think you’re move,4
15356,412,The Embryos,CHANDLER,well believe baby,4
15357,412,The Embryos,RACHEL,well i-i-i’m move,4
15359,412,The Embryos,RACHEL,stupid bet play game,4
15360,412,The Embryos,JOEY,can’t ignore bet it’s bet bet bet lose lose bet,4
15361,412,The Embryos,MONICA,look rach move mean lose would’ve make get rid bird right,4
15362,412,The Embryos,RACHEL,noooo,4
15363,412,The Embryos,MONICA,right look hate much make feel good it’s fault,4
15365,412,The Embryos,MONICA,chinadolor bong come steal tv guide every week,4
15366,412,The Embryos,CHANDLER,knew,4
15367,412,The Embryos,RACHEL,don’t care i’m go anywhere,4
15368,412,The Embryos,CHANDLER,cool girl roommate,4
15369,412,The Embryos,MONICA,well,4
15370,412,The Embryos,PHOEBE,nope knock yet,4
15371,412,The Embryos,MONICA,it’s couple hour give time,4
15372,412,The Embryos,PHOEBE,yeah right meanwhile i’m gonna whatever help i’m gonna y’know lie chair y'know yeah good i’m let gravity y’know job,4
15373,412,The Embryos,MONICA,hey rach give hand box,4
15374,412,The Embryos,RACHEL,put box go anywhere apartment like girl’s apartment boy’s apartment it’s dirty smell pretty it’s-it’s pretty look it’s-it’s purple i’m tell steady hand move get steady hand,4
15375,412,The Embryos,MONICA,i’ll take care,4
15376,412,The Embryos,RACHEL,that’s right hand say,4
15377,412,The Embryos,RACHEL,go,4
15378,412,The Embryos,MONICA,lose mattress,4
15379,412,The Embryos,PHOEBE,little fetus nine come great buy adidas,4
15380,412,The Embryos,MONICA,hey,4
15381,412,The Embryos,ALICE,hi phoebe drugstore get little present,4
15382,412,The Embryos,PHOEBE,oh oh,4
15383,412,The Embryos,FRANK,umm it’s lollipop uh home pregnancy test,4
15384,412,The Embryos,MONICA,hey don’t mix could really ruin lollipop,4
15385,412,The Embryos,ALICE,umm feel like take test there’s one question,4
15386,412,The Embryos,PHOEBE,right umm y’know remember it’s still really early okay say i’m pregnant doesn’t mean i’m gonna get pregnant okay please don’t go completely nuts try put hope,4
15387,412,The Embryos,ALICE,okay,4
15388,412,The Embryos,FRANK,okay,4
15389,412,The Embryos,PHOEBE,great,4
15390,412,The Embryos,RACHEL,y’know mean boy mean,4
15391,412,The Embryos,JOEY,hey don’t get mad one force raise stake,4
15392,412,The Embryos,RACHEL,true force,4
15393,412,The Embryos,MONICA,hey would still live hadn’t gotten question wrong,4
15394,412,The Embryos,RACHEL,well stupid unfair question,4
15395,412,The Embryos,ROSS,don’t blame question,4
15396,412,The Embryos,CHANDLER,would stop yell apartment ruin move day,4
15397,412,The Embryos,RACHEL,stop call apartment,4
15398,412,The Embryos,JOEY,apartment,4
15399,412,The Embryos,RACHEL,it’s,4
15400,412,The Embryos,PHOEBE,guy guy you’re gonna baby they’re gonna baby,4
15401,412,The Embryos,FRANK,sister’s gonna baby,4
15402,412,The Embryos,PHOEBE,okay can’t good baby,4
15403,412,The Embryos,ALL,oh,4
15404,412,The Embryos,MONICA,can’t find garbage bag,4
15405,412,The Embryos,RACHEL,oh think saw,4
15407,412,The Embryos,RACHEL,don’t know maybe keep drawer shut it’ll die,4
15408,412,The Embryos,MONICA,can’t believe we’re living,4
15409,412,The Embryos,CHANDLER,what-what,4
15410,412,The Embryos,JOEY,see size closet,4
15411,412,The Embryos,CHANDLER,can’t believe live,4
15412,413,Rachel's Crush,CHANDLER,okay star play girlfriend get sex star play,4
15413,413,Rachel's Crush,ROSS,people hear,4
15414,413,Rachel's Crush,CHANDLER,know,4
15415,413,Rachel's Crush,CHANDLER,wow look great doesn’t,4
15416,413,Rachel's Crush,ROSS,yeah,4
15417,413,Rachel's Crush,KATHY,hi,4
15418,413,Rachel's Crush,ROSS,one good look man,4
15419,413,Rachel's Crush,CHANDLER,actually see abs overcoat,4
15420,413,Rachel's Crush,KATHY,you’re first put money table,4
15421,413,Rachel's Crush,ROSS,dude,4
15422,413,Rachel's Crush,KATHY,want,4
15423,413,Rachel's Crush,ROSS,here’s girlfriend’s button,4
15424,413,Rachel's Crush,PHOEBE,oh hey mon still like old blouse dress high school,4
15425,413,Rachel's Crush,MONICA,yeah think around somewhere,4
15426,413,Rachel's Crush,PHOEBE,well it’s maternity clothes expensive,4
15427,413,Rachel's Crush,MONICA,hey rach make pile stuff side room could just……throw purse,4
15428,413,Rachel's Crush,RACHEL,bloomingdale’s eliminate department,4
15429,413,Rachel's Crush,MONICA,oh god job,4
15430,413,Rachel's Crush,RACHEL,stuck personal shopping huge step,4
15431,413,Rachel's Crush,PHOEBE,personal shopping like walk around snooty rich people tell buy,4
15432,413,Rachel's Crush,RACHEL,uh-huh,4
15433,413,Rachel's Crush,PHOEBE,sound great,4
15434,413,Rachel's Crush,JOEY,hey,4
15435,413,Rachel's Crush,MONICA,umm excuse switch apartment can’t eat food anymore that-that gravy train end,4
15436,413,Rachel's Crush,JOEY,there’s gravy,4
15437,413,Rachel's Crush,MONICA,big apartment deal people come time fridge get stocked okay that’s department,4
15439,413,Rachel's Crush,JOEY,think leave donut,4
15440,413,Rachel's Crush,ROSS,hey,4
15441,413,Rachel's Crush,PHOEBE,hey,4
15442,413,Rachel's Crush,JOEY,hey,4
15443,413,Rachel's Crush,PHOEBE,ooh kathy’s play,4
15444,413,Rachel's Crush,ROSS,well kathy get half-naked simulates sex real good lookin’ guy,4
15445,413,Rachel's Crush,CHANDLER,yeah it’s like someone literally write bad nightmare charge see,4
15446,413,Rachel's Crush,PHOEBE,that’s good idea business,4
15447,413,Rachel's Crush,CHANDLER,i’m totally screw okay gonna hot heavy stage every night they’re gonna go cast party he’s gonna try undermine y'know it’ll like where’s boyfriend what’s-his-name chester she’ll go no-no-no it’s chandler he’ll go whatever ha-ha-ha-ha,4
15448,413,Rachel's Crush,JOEY,that-that good trick,4
15449,413,Rachel's Crush,CHANDLER,right look look gonna,4
15450,413,Rachel's Crush,JOEY,chandler look they’re actor they’re job ‘cause work together doesn’t mean they’re gonna get together mean ‘cause happen susan sarandon tim robbins doesn’t mean it’s gonna happen,4
15451,413,Rachel's Crush,ROSS,oh-oh alec baldwin kim basinger,4
15452,413,Rachel's Crush,JOEY,tom cruise nicole kidman,4
15453,413,Rachel's Crush,ROSS,yeah,4
15454,413,Rachel's Crush,PHOEBE,hey mel gibson clint eastwood,4
15455,413,Rachel's Crush,ROSS,they’re couple,4
15456,413,Rachel's Crush,PHOEBE,oh-okay get game,4
15457,413,Rachel's Crush,JOEY,okay look look let ask question stage like really hot,4
15458,413,Rachel's Crush,ROSS,oh yeah,4
15459,413,Rachel's Crush,JOEY,well okay you’re fine rule two actor actually off-stage sexual tension go okay long it’s hot onstage get nothing worry it’s heat go away that’s you’re trouble,4
15460,413,Rachel's Crush,CHANDLER,really,4
15461,413,Rachel's Crush,JOEY,look guy every play i’ve ever ever chemistry stage,4
15463,413,Rachel's Crush,JOEY,noooo,4
15464,413,Rachel's Crush,CHANDLER,uh man gonna go play tonight,4
15465,413,Rachel's Crush,ROSS,y’know don’t know comfortable go see hot sex guy girlfriend,4
15466,413,Rachel's Crush,CHANDLER,yeah know but…,4
15467,413,Rachel's Crush,ROSS,oh no-no-no i’m,4
15468,413,Rachel's Crush,MONICA,hey,4
15469,413,Rachel's Crush,JOEY,hey mon want pancake,4
15470,413,Rachel's Crush,MONICA,make pancake,4
15471,413,Rachel's Crush,JOEY,yep grab plate,4
15472,413,Rachel's Crush,MONICA,okay,4
15473,413,Rachel's Crush,JOEY,no-no stay right gettin’ closer,4
15474,413,Rachel's Crush,CHANDLER,okay okay don’t worry also cereals muffin waffle jam jelly marmalade i’m fairly certain thing,4
